algo,world_size,hidden_dim,num_layers,model_label,total_params,grad_size_bytes,grad_size_mib,steps,batch_size,bucket_cap_mb,threads,repeat_id,total_training_time_sec,avg_step_time_ms,parameter_max_diff
builtin,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,10,4.446,14.819,0.00000000
ring,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,10,5.043,16.809,0.00000000
recursive-doubling-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,10,6.056,20.186,0.00000000
recursive-doubling-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,10,6.744,22.479,0.00000000
swing-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,10,6.222,20.739,0.00000136
swing-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,10,7.023,23.410,0.00000000
bruck-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,10,6.457,21.523,0.00000172
bruck-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,10,5.933,19.775,0.00000000
trivance-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,10,6.449,21.496,0.00000241
trivance-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,10,5.862,19.540,0.00000000
builtin,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,10,12.256,40.852,0.00000000
ring,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,10,16.032,53.439,0.00000000
recursive-doubling-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,10,17.045,56.818,0.00000000
recursive-doubling-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,10,20.601,68.670,0.00000000
swing-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,10,17.264,57.545,0.00000110
swing-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,10,19.409,64.696,0.00000000
bruck-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,10,19.424,64.746,0.00000194
bruck-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,10,18.608,62.028,0.00000000
trivance-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,10,18.462,61.540,0.00000279
trivance-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,10,18.265,60.882,0.00000000
builtin,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,10,26.423,88.076,0.00000000
ring,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,10,33.184,110.615,0.00000000
recursive-doubling-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,10,36.811,122.702,0.00000000
recursive-doubling-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,10,40.591,135.303,0.00000000
swing-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,10,37.305,124.349,0.00000095
swing-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,10,41.161,137.203,0.00000000
bruck-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,10,40.692,135.641,0.00000136
bruck-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,10,37.031,123.438,0.00000000
trivance-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,10,39.810,132.699,0.00000103
trivance-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,10,38.521,128.402,0.00000000
builtin,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,11,1.175,3.917,0.00000000
ring,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,11,1.229,4.096,0.00000000
recursive-doubling-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,11,0.790,2.633,0.00000000
recursive-doubling-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,11,1.019,3.398,0.00000000
swing-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,11,0.788,2.627,0.00000006
swing-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,11,1.014,3.380,0.00000000
bruck-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,11,0.795,2.649,0.00000033
bruck-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,11,1.060,3.532,0.00000000
trivance-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,11,0.801,2.669,0.00000033
trivance-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,11,1.044,3.479,0.00000000
builtin,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,11,1.359,4.529,0.00000000
ring,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,11,1.430,4.766,0.00000000
recursive-doubling-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,11,0.905,3.018,0.00000000
recursive-doubling-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,11,1.167,3.891,0.00000000
swing-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,11,0.937,3.123,0.00000017
swing-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,11,1.162,3.873,0.00000000
bruck-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,11,0.990,3.300,0.00000034
bruck-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,11,1.253,4.176,0.00000000
trivance-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,11,0.982,3.273,0.00000022
trivance-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,11,1.162,3.872,0.00000000
builtin,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,11,1.635,5.449,0.00000000
ring,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,11,1.658,5.527,0.00000000
recursive-doubling-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,11,1.358,4.525,0.00000000
recursive-doubling-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,11,1.604,5.345,0.00000000
swing-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,11,1.401,4.670,0.00000006
swing-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,11,1.663,5.543,0.00000000
bruck-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,11,1.500,4.999,0.00000135
bruck-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,11,1.568,5.226,0.00000000
trivance-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,11,1.496,4.985,0.00000402
trivance-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,11,1.571,5.236,0.00000000
builtin,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,11,2.343,7.811,0.00000000
ring,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,11,2.766,9.219,0.00000000
recursive-doubling-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,11,2.541,8.470,0.00000000
recursive-doubling-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,11,2.929,9.765,0.00000000
swing-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,11,2.585,8.617,0.00000012
swing-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,11,2.936,9.786,0.00000000
bruck-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,11,2.799,9.330,0.00000418
bruck-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,11,2.851,9.504,0.00000000
trivance-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,11,2.701,9.003,0.00000208
trivance-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,11,2.747,9.158,0.00000000
builtin,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,11,4.568,15.227,0.00000000
ring,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,11,5.166,17.220,0.00000000
recursive-doubling-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,11,6.049,20.164,0.00000000
recursive-doubling-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,11,6.673,22.245,0.00000000
swing-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,11,5.910,19.701,0.00000136
swing-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,11,6.898,22.992,0.00000000
bruck-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,11,6.475,21.583,0.00000172
bruck-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,11,5.768,19.228,0.00000000
trivance-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,11,6.456,21.519,0.00000241
trivance-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,11,5.726,19.087,0.00000000
builtin,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,11,12.568,41.893,0.00000000
ring,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,11,16.226,54.086,0.00000000
recursive-doubling-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,11,17.349,57.830,0.00000000
recursive-doubling-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,11,19.686,65.619,0.00000000
swing-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,11,16.477,54.924,0.00000110
swing-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,11,20.204,67.347,0.00000000
bruck-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,11,19.469,64.896,0.00000194
bruck-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,11,19.097,63.658,0.00000000
trivance-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,11,19.062,63.540,0.00000279
trivance-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,11,18.917,63.056,0.00000000
builtin,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,11,26.467,88.222,0.00000000
ring,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,11,32.913,109.709,0.00000000
recursive-doubling-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,11,39.014,130.046,0.00000000
recursive-doubling-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,11,42.651,142.171,0.00000000
swing-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,11,35.655,118.852,0.00000095
swing-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,11,41.737,139.123,0.00000000
bruck-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,11,41.612,138.705,0.00000136
bruck-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,11,38.932,129.774,0.00000000
trivance-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,11,39.537,131.790,0.00000103
trivance-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,11,37.501,125.002,0.00000000
builtin,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,12,1.195,3.983,0.00000000
ring,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,12,1.205,4.017,0.00000000
recursive-doubling-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,12,0.787,2.624,0.00000000
recursive-doubling-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,12,1.002,3.338,0.00000000
swing-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,12,0.782,2.608,0.00000006
swing-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,12,1.020,3.399,0.00000000
bruck-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,12,0.810,2.700,0.00000033
bruck-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,12,1.036,3.453,0.00000000
trivance-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,12,0.786,2.619,0.00000033
trivance-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,12,1.000,3.333,0.00000000
builtin,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,12,1.211,4.038,0.00000000
ring,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,12,1.389,4.630,0.00000000
recursive-doubling-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,12,0.936,3.121,0.00000000
recursive-doubling-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,12,1.183,3.944,0.00000000
swing-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,12,0.916,3.052,0.00000017
swing-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,12,1.203,4.011,0.00000000
bruck-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,12,1.001,3.338,0.00000034
bruck-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,12,1.228,4.092,0.00000000
trivance-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,12,0.966,3.220,0.00000022
trivance-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,12,1.201,4.004,0.00000000
builtin,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,12,1.611,5.371,0.00000000
ring,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,12,1.668,5.559,0.00000000
recursive-doubling-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,12,1.397,4.655,0.00000000
recursive-doubling-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,12,1.634,5.448,0.00000000
swing-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,12,1.427,4.757,0.00000006
swing-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,12,1.650,5.500,0.00000000
bruck-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,12,1.494,4.982,0.00000135
bruck-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,12,1.532,5.106,0.00000000
trivance-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,12,1.477,4.925,0.00000402
trivance-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,12,1.587,5.288,0.00000000
builtin,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,12,2.301,7.671,0.00000000
ring,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,12,2.838,9.459,0.00000000
recursive-doubling-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,12,2.540,8.468,0.00000000
recursive-doubling-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,12,2.873,9.577,0.00000000
swing-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,12,2.513,8.377,0.00000012
swing-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,12,3.082,10.272,0.00000000
bruck-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,12,2.767,9.222,0.00000418
bruck-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,12,2.769,9.230,0.00000000
trivance-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,12,2.711,9.037,0.00000208
trivance-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,12,2.740,9.133,0.00000000
builtin,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,12,4.335,14.451,0.00000000
ring,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,12,5.229,17.431,0.00000000
recursive-doubling-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,12,5.856,19.521,0.00000000
recursive-doubling-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,12,6.971,23.237,0.00000000
swing-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,12,6.070,20.234,0.00000136
swing-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,12,6.866,22.887,0.00000000
bruck-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,12,6.503,21.675,0.00000172
bruck-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,12,5.743,19.144,0.00000000
trivance-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,12,6.448,21.493,0.00000241
trivance-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,12,5.643,18.809,0.00000000
builtin,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,12,13.006,43.352,0.00000000
ring,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,12,16.002,53.340,0.00000000
recursive-doubling-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,12,17.983,59.944,0.00000000
recursive-doubling-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,12,19.554,65.181,0.00000000
swing-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,12,17.458,58.193,0.00000110
swing-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,12,19.370,64.566,0.00000000
bruck-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,12,19.100,63.668,0.00000194
bruck-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,12,19.003,63.345,0.00000000
trivance-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,12,18.366,61.219,0.00000279
trivance-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,12,19.280,64.267,0.00000000
builtin,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,12,26.742,89.142,0.00000000
ring,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,12,33.893,112.976,0.00000000
recursive-doubling-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,12,35.518,118.392,0.00000000
recursive-doubling-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,12,41.736,139.122,0.00000000
swing-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,12,36.658,122.194,0.00000095
swing-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,12,41.712,139.041,0.00000000
bruck-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,12,42.081,140.271,0.00000136
bruck-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,12,38.755,129.184,0.00000000
trivance-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,12,41.437,138.123,0.00000103
trivance-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,12,37.432,124.773,0.00000000
builtin,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,13,1.168,3.894,0.00000000
ring,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,13,1.243,4.143,0.00000000
recursive-doubling-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,13,0.797,2.658,0.00000000
recursive-doubling-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,13,1.011,3.370,0.00000000
swing-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,13,0.789,2.631,0.00000006
swing-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,13,1.066,3.553,0.00000000
bruck-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,13,0.801,2.670,0.00000033
bruck-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,13,1.028,3.427,0.00000000
trivance-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,13,0.781,2.604,0.00000033
trivance-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,13,1.027,3.422,0.00000000
builtin,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,13,1.329,4.430,0.00000000
ring,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,13,1.374,4.580,0.00000000
recursive-doubling-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,13,0.959,3.197,0.00000000
recursive-doubling-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,13,1.206,4.021,0.00000000
swing-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,13,0.926,3.086,0.00000017
swing-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,13,1.187,3.956,0.00000000
bruck-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,13,0.985,3.284,0.00000034
bruck-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,13,1.200,4.000,0.00000000
trivance-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,13,0.956,3.185,0.00000022
trivance-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,13,1.204,4.012,0.00000000
builtin,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,13,1.570,5.233,0.00000000
ring,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,13,1.698,5.661,0.00000000
recursive-doubling-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,13,1.366,4.554,0.00000000
recursive-doubling-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,13,1.627,5.422,0.00000000
swing-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,13,1.364,4.547,0.00000006
swing-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,13,1.650,5.500,0.00000000
bruck-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,13,1.437,4.791,0.00000135
bruck-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,13,1.561,5.205,0.00000000
trivance-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,13,1.503,5.010,0.00000402
trivance-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,13,1.603,5.345,0.00000000
builtin,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,13,2.265,7.549,0.00000000
ring,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,13,2.725,9.082,0.00000000
recursive-doubling-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,13,2.569,8.564,0.00000000
recursive-doubling-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,13,2.778,9.259,0.00000000
swing-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,13,2.564,8.547,0.00000012
swing-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,13,2.984,9.947,0.00000000
bruck-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,13,2.787,9.291,0.00000418
bruck-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,13,2.940,9.800,0.00000000
trivance-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,13,2.761,9.202,0.00000208
trivance-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,13,2.823,9.410,0.00000000
builtin,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,13,4.371,14.571,0.00000000
ring,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,13,5.178,17.261,0.00000000
recursive-doubling-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,13,5.953,19.843,0.00000000
recursive-doubling-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,13,6.944,23.146,0.00000000
swing-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,13,6.206,20.688,0.00000136
swing-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,13,7.104,23.681,0.00000000
bruck-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,13,6.882,22.938,0.00000172
bruck-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,13,5.945,19.816,0.00000000
trivance-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,13,6.534,21.778,0.00000241
trivance-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,13,5.771,19.235,0.00000000
builtin,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,13,12.961,43.203,0.00000000
ring,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,13,15.718,52.393,0.00000000
recursive-doubling-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,13,17.130,57.100,0.00000000
recursive-doubling-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,13,19.314,64.378,0.00000000
swing-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,13,18.055,60.182,0.00000110
swing-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,13,19.968,66.559,0.00000000
bruck-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,13,19.494,64.979,0.00000194
bruck-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,13,18.437,61.458,0.00000000
trivance-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,13,18.809,62.697,0.00000279
trivance-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,13,18.096,60.321,0.00000000
builtin,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,13,26.194,87.313,0.00000000
ring,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,13,34.867,116.224,0.00000000
recursive-doubling-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,13,36.886,122.952,0.00000000
recursive-doubling-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,13,40.561,135.202,0.00000000
swing-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,13,39.752,132.507,0.00000095
swing-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,13,40.759,135.863,0.00000000
bruck-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,13,40.159,133.864,0.00000136
bruck-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,13,39.143,130.476,0.00000000
trivance-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,13,39.973,133.243,0.00000103
trivance-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,13,38.527,128.424,0.00000000
builtin,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,14,1.180,3.935,0.00000000
ring,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,14,1.213,4.043,0.00000000
recursive-doubling-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,14,0.794,2.646,0.00000000
recursive-doubling-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,14,1.030,3.434,0.00000000
swing-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,14,0.777,2.590,0.00000006
