algo,world_size,hidden_dim,num_layers,model_label,total_params,grad_size_bytes,grad_size_mib,steps,batch_size,bucket_cap_mb,threads,repeat_id,total_training_time_sec,avg_step_time_ms,parameter_max_diff
swing-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,26,1.194,3.979,0.00000000
bruck-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,26,0.976,3.255,0.00000034
bruck-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,26,1.248,4.159,0.00000000
trivance-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,26,0.977,3.257,0.00000022
trivance-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,26,1.193,3.975,0.00000000
builtin,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,26,1.516,5.053,0.00000000
ring,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,26,1.725,5.750,0.00000000
recursive-doubling-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,26,1.342,4.473,0.00000000
recursive-doubling-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,26,1.636,5.454,0.00000000
swing-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,26,1.323,4.409,0.00000006
swing-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,26,1.614,5.380,0.00000000
bruck-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,26,1.521,5.070,0.00000135
bruck-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,26,1.590,5.299,0.00000000
trivance-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,26,1.542,5.141,0.00000402
trivance-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,26,1.487,4.955,0.00000000
builtin,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,26,2.278,7.595,0.00000000
ring,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,26,2.868,9.561,0.00000000
recursive-doubling-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,26,2.541,8.470,0.00000000
recursive-doubling-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,26,2.873,9.578,0.00000000
swing-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,26,2.604,8.681,0.00000012
swing-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,26,2.836,9.452,0.00000000
bruck-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,26,2.934,9.778,0.00000418
bruck-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,26,2.799,9.331,0.00000000
trivance-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,26,2.755,9.184,0.00000208
trivance-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,26,2.747,9.155,0.00000000
builtin,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,26,4.722,15.739,0.00000000
ring,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,26,5.318,17.727,0.00000000
recursive-doubling-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,26,6.145,20.483,0.00000000
recursive-doubling-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,26,6.939,23.129,0.00000000
swing-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,26,6.186,20.619,0.00000136
swing-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,26,6.732,22.440,0.00000000
bruck-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,26,6.575,21.916,0.00000172
bruck-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,26,5.886,19.621,0.00000000
trivance-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,26,6.685,22.283,0.00000241
trivance-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,26,5.704,19.014,0.00000000
builtin,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,26,12.420,41.400,0.00000000
ring,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,26,15.993,53.311,0.00000000
recursive-doubling-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,26,17.097,56.990,0.00000000
recursive-doubling-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,26,21.077,70.256,0.00000000
swing-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,26,17.014,56.713,0.00000110
swing-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,26,20.480,68.265,0.00000000
bruck-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,26,18.552,61.838,0.00000194
bruck-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,26,18.229,60.764,0.00000000
trivance-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,26,18.339,61.131,0.00000279
trivance-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,26,17.454,58.180,0.00000000
builtin,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,26,26.173,87.244,0.00000000
ring,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,26,32.607,108.689,0.00000000
recursive-doubling-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,26,37.721,125.737,0.00000000
recursive-doubling-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,26,40.796,135.986,0.00000000
swing-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,26,36.618,122.059,0.00000095
swing-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,26,38.547,128.490,0.00000000
bruck-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,26,39.645,132.148,0.00000136
bruck-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,26,37.657,125.525,0.00000000
trivance-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,26,40.341,134.470,0.00000103
trivance-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,26,37.396,124.652,0.00000000
builtin,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,27,1.214,4.045,0.00000000
ring,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,27,1.234,4.115,0.00000000
recursive-doubling-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,27,0.735,2.449,0.00000000
recursive-doubling-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,27,1.025,3.418,0.00000000
swing-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,27,0.805,2.683,0.00000006
swing-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,27,1.024,3.413,0.00000000
bruck-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,27,0.807,2.690,0.00000033
bruck-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,27,1.041,3.471,0.00000000
trivance-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,27,0.783,2.609,0.00000033
trivance-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,27,1.028,3.425,0.00000000
builtin,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,27,1.301,4.336,0.00000000
ring,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,27,1.360,4.532,0.00000000
recursive-doubling-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,27,0.904,3.015,0.00000000
recursive-doubling-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,27,1.211,4.037,0.00000000
swing-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,27,0.927,3.089,0.00000017
swing-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,27,1.227,4.090,0.00000000
bruck-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,27,0.998,3.327,0.00000034
bruck-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,27,1.215,4.049,0.00000000
trivance-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,27,0.940,3.133,0.00000022
trivance-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,27,1.177,3.925,0.00000000
builtin,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,27,1.510,5.033,0.00000000
ring,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,27,1.703,5.675,0.00000000
recursive-doubling-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,27,1.400,4.666,0.00000000
recursive-doubling-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,27,1.521,5.071,0.00000000
swing-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,27,1.363,4.545,0.00000006
swing-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,27,1.580,5.265,0.00000000
bruck-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,27,1.430,4.766,0.00000135
bruck-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,27,1.567,5.224,0.00000000
trivance-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,27,1.504,5.014,0.00000402
trivance-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,27,1.498,4.994,0.00000000
builtin,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,27,2.306,7.685,0.00000000
ring,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,27,2.749,9.164,0.00000000
recursive-doubling-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,27,2.497,8.324,0.00000000
recursive-doubling-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,27,3.019,10.063,0.00000000
swing-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,27,2.467,8.224,0.00000012
swing-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,27,2.945,9.816,0.00000000
bruck-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,27,2.808,9.359,0.00000418
bruck-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,27,2.838,9.459,0.00000000
trivance-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,27,2.734,9.113,0.00000208
trivance-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,27,2.772,9.238,0.00000000
builtin,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,27,4.453,14.842,0.00000000
ring,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,27,5.081,16.936,0.00000000
recursive-doubling-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,27,5.701,19.005,0.00000000
recursive-doubling-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,27,6.921,23.071,0.00000000
swing-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,27,6.081,20.270,0.00000136
swing-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,27,7.227,24.091,0.00000000
bruck-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,27,6.742,22.472,0.00000172
bruck-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,27,5.830,19.435,0.00000000
trivance-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,27,6.675,22.251,0.00000241
trivance-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,27,5.661,18.869,0.00000000
builtin,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,27,12.688,42.292,0.00000000
ring,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,27,16.252,54.174,0.00000000
recursive-doubling-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,27,17.884,59.612,0.00000000
recursive-doubling-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,27,19.208,64.028,0.00000000
swing-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,27,16.970,56.568,0.00000110
swing-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,27,18.617,62.058,0.00000000
bruck-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,27,19.073,63.575,0.00000194
bruck-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,27,19.168,63.892,0.00000000
trivance-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,27,18.803,62.677,0.00000279
trivance-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,27,18.528,61.761,0.00000000
builtin,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,27,26.430,88.101,0.00000000
ring,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,27,34.143,113.809,0.00000000
recursive-doubling-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,27,36.155,120.516,0.00000000
recursive-doubling-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,27,42.760,142.535,0.00000000
swing-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,27,36.455,121.518,0.00000095
swing-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,27,41.979,139.930,0.00000000
bruck-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,27,40.069,133.563,0.00000136
bruck-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,27,37.620,125.399,0.00000000
trivance-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,27,38.532,128.439,0.00000103
trivance-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,27,37.737,125.789,0.00000000
builtin,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,28,1.191,3.971,0.00000000
ring,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,28,1.219,4.063,0.00000000
recursive-doubling-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,28,0.790,2.635,0.00000000
recursive-doubling-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,28,1.014,3.380,0.00000000
swing-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,28,0.799,2.663,0.00000006
swing-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,28,1.028,3.426,0.00000000
bruck-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,28,0.817,2.723,0.00000033
bruck-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,28,1.043,3.477,0.00000000
trivance-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,28,0.807,2.690,0.00000033
trivance-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,28,0.999,3.331,0.00000000
builtin,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,28,1.295,4.315,0.00000000
ring,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,28,1.338,4.458,0.00000000
recursive-doubling-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,28,0.929,3.097,0.00000000
recursive-doubling-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,28,1.204,4.015,0.00000000
swing-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,28,0.882,2.940,0.00000017
swing-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,28,1.219,4.062,0.00000000
bruck-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,28,0.965,3.218,0.00000034
bruck-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,28,1.215,4.051,0.00000000
trivance-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,28,0.984,3.278,0.00000022
trivance-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,28,1.191,3.971,0.00000000
builtin,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,28,1.550,5.167,0.00000000
ring,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,28,1.688,5.627,0.00000000
recursive-doubling-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,28,1.432,4.775,0.00000000
recursive-doubling-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,28,1.576,5.253,0.00000000
swing-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,28,1.391,4.637,0.00000006
swing-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,28,1.670,5.567,0.00000000
bruck-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,28,1.497,4.991,0.00000135
bruck-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,28,1.585,5.282,0.00000000
trivance-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,28,1.466,4.886,0.00000402
trivance-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,28,1.572,5.239,0.00000000
builtin,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,28,2.246,7.485,0.00000000
ring,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,28,2.872,9.573,0.00000000
recursive-doubling-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,28,2.503,8.344,0.00000000
recursive-doubling-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,28,2.827,9.423,0.00000000
swing-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,28,2.545,8.482,0.00000012
swing-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,28,2.903,9.675,0.00000000
bruck-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,28,2.764,9.215,0.00000418
bruck-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,28,2.760,9.199,0.00000000
trivance-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,28,2.711,9.035,0.00000208
trivance-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,28,2.777,9.257,0.00000000
builtin,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,28,4.373,14.576,0.00000000
ring,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,28,5.098,16.995,0.00000000
recursive-doubling-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,28,6.110,20.366,0.00000000
recursive-doubling-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,28,6.704,22.348,0.00000000
swing-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,28,5.920,19.734,0.00000136
swing-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,28,6.926,23.087,0.00000000
bruck-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,28,6.415,21.385,0.00000172
bruck-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,28,5.617,18.724,0.00000000
trivance-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,28,6.479,21.596,0.00000241
trivance-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,28,5.761,19.203,0.00000000
builtin,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,28,12.828,42.759,0.00000000
ring,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,28,15.942,53.140,0.00000000
recursive-doubling-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,28,16.715,55.717,0.00000000
recursive-doubling-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,28,19.776,65.919,0.00000000
swing-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,28,17.550,58.501,0.00000110
swing-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,28,19.213,64.044,0.00000000
bruck-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,28,18.816,62.719,0.00000194
bruck-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,28,19.099,63.665,0.00000000
trivance-latency,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,28,18.614,62.045,0.00000279
trivance-bandwidth,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,28,18.619,62.065,0.00000000
builtin,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,28,26.204,87.347,0.00000000
ring,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,28,33.195,110.652,0.00000000
recursive-doubling-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,28,36.523,121.745,0.00000000
recursive-doubling-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,28,41.252,137.508,0.00000000
swing-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,28,36.127,120.422,0.00000095
swing-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,28,41.760,139.199,0.00000000
bruck-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,28,39.793,132.643,0.00000136
bruck-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,28,37.809,126.029,0.00000000
trivance-latency,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,28,41.123,137.077,0.00000103
trivance-bandwidth,9,1024,4,h1024_l4,3684362,14737448,14.054726,300,16,512,1,28,37.480,124.933,0.00000000
builtin,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,29,1.152,3.841,0.00000000
ring,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,29,1.269,4.229,0.00000000
recursive-doubling-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,29,0.781,2.602,0.00000000
recursive-doubling-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,29,1.037,3.457,0.00000000
swing-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,29,0.778,2.593,0.00000006
swing-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,29,1.047,3.490,0.00000000
bruck-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,29,0.814,2.713,0.00000033
bruck-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,29,1.029,3.430,0.00000000
trivance-latency,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,29,0.789,2.629,0.00000033
trivance-bandwidth,9,32,2,h32_l2,17802,71208,0.067909,300,16,512,1,29,1.021,3.403,0.00000000
builtin,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,29,1.299,4.329,0.00000000
ring,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,29,1.418,4.727,0.00000000
recursive-doubling-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,29,0.942,3.141,0.00000000
recursive-doubling-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,29,1.136,3.786,0.00000000
swing-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,29,0.914,3.048,0.00000017
swing-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,29,1.227,4.089,0.00000000
bruck-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,29,1.012,3.374,0.00000034
bruck-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,29,1.240,4.135,0.00000000
trivance-latency,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,29,0.960,3.200,0.00000022
trivance-bandwidth,9,64,2,h64_l2,37642,150568,0.143593,300,16,512,1,29,1.213,4.045,0.00000000
builtin,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,29,1.549,5.163,0.00000000
ring,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,29,1.742,5.806,0.00000000
recursive-doubling-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,29,1.347,4.491,0.00000000
recursive-doubling-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,29,1.593,5.309,0.00000000
swing-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,29,1.327,4.422,0.00000006
swing-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,29,1.637,5.458,0.00000000
bruck-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,29,1.495,4.984,0.00000135
bruck-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,29,1.578,5.260,0.00000000
trivance-latency,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,29,1.466,4.888,0.00000402
trivance-bandwidth,9,128,2,h128_l2,83466,333864,0.318398,300,16,512,1,29,1.555,5.182,0.00000000
builtin,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,29,2.254,7.515,0.00000000
ring,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,29,2.764,9.213,0.00000000
recursive-doubling-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,29,2.498,8.326,0.00000000
recursive-doubling-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,29,2.796,9.320,0.00000000
swing-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,29,2.550,8.499,0.00000012
swing-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,29,2.949,9.831,0.00000000
bruck-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,29,2.810,9.366,0.00000418
bruck-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,29,2.881,9.603,0.00000000
trivance-latency,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,29,2.731,9.103,0.00000208
trivance-bandwidth,9,256,2,h256_l2,199690,798760,0.761757,300,16,512,1,29,2.855,9.517,0.00000000
builtin,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,29,4.388,14.626,0.00000000
ring,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,29,5.250,17.500,0.00000000
recursive-doubling-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,29,6.026,20.085,0.00000000
recursive-doubling-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,29,6.980,23.267,0.00000000
swing-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,29,5.723,19.077,0.00000136
swing-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,29,6.951,23.170,0.00000000
bruck-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,29,6.517,21.722,0.00000172
bruck-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,29,5.708,19.028,0.00000000
trivance-latency,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,29,6.500,21.666,0.00000241
trivance-bandwidth,9,512,2,h512_l2,530442,2121768,2.023476,300,16,512,1,29,5.604,18.681,0.00000000
builtin,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,29,12.636,42.119,0.00000000
ring,9,1024,2,h1024_l2,1585162,6340648,6.046913,300,16,512,1,29,15.661,52.204,0.00000000
